"Period_id","Period","Period_Day","Periode_Date","Periode_Timestamp","Day_of_Month","Day_of_Year","Week_of_Month","Week_of_Year","Week_Number","Month","Month_Name","Month_Number","Trimester","Semester","Year","Date_Creation"
600,,,23.08.11,,,,,,,,,,,,,
601,,,24.08.11,,,,,,,,,,,,,
602,,,25.08.11,,,,,,,,,,,,,
603,,,26.08.11,,,,,,,,,,,,,
604,,,27.08.11,,,,,,,,,,,,,
605,,,28.08.11,,,,,,,,,,,,,
606,,,29.08.11,,,,,,,,,,,,,
607,,,30.08.11,,,,,,,,,,,,,
608,,,31.08.11,,,,,,,,,,,,,
609,,,01.09.11,,,,,,,,,,,,,
610,,,02.09.11,,,,,,,,,,,,,
611,,,03.09.11,,,,,,,,,,,,,
612,,,04.09.11,,,,,,,,,,,,,
613,,,05.09.11,,,,,,,,,,,,,
614,,,06.09.11,,,,,,,,,,,,,
615,,,07.09.11,,,,,,,,,,,,,
616,,,08.09.11,,,,,,,,,,,,,
617,,,09.09.11,,,,,,,,,,,,,
618,,,10.09.11,,,,,,,,,,,,,
619,,,11.09.11,,,,,,,,,,,,,
620,,,12.09.11,,,,,,,,,,,,,
621,,,13.09.11,,,,,,,,,,,,,
622,,,14.09.11,,,,,,,,,,,,,
623,,,15.09.11,,,,,,,,,,,,,
624,,,16.09.11,,,,,,,,,,,,,
625,,,17.09.11,,,,,,,,,,,,,
626,,,18.09.11,,,,,,,,,,,,,
627,,,19.09.11,,,,,,,,,,,,,
628,,,20.09.11,,,,,,,,,,,,,
629,,,21.09.11,,,,,,,,,,,,,
630,,,22.09.11,,,,,,,,,,,,,
631,,,23.09.11,,,,,,,,,,,,,
632,,,24.09.11,,,,,,,,,,,,,
633,,,25.09.11,,,,,,,,,,,,,
634,,,26.09.11,,,,,,,,,,,,,
635,,,27.09.11,,,,,,,,,,,,,
636,,,28.09.11,,,,,,,,,,,,,
637,,,29.09.11,,,,,,,,,,,,,
638,,,30.09.11,,,,,,,,,,,,,
639,,,01.10.11,,,,,,,,,,,,,
640,,,02.10.11,,,,,,,,,,,,,
641,,,03.10.11,,,,,,,,,,,,,
642,,,04.10.11,,,,,,,,,,,,,
643,,,05.10.11,,,,,,,,,,,,,
644,,,06.10.11,,,,,,,,,,,,,
645,,,07.10.11,,,,,,,,,,,,,
646,,,08.10.11,,,,,,,,,,,,,
647,,,09.10.11,,,,,,,,,,,,,
648,,,10.10.11,,,,,,,,,,,,,
649,,,11.10.11,,,,,,,,,,,,,
650,,,12.10.11,,,,,,,,,,,,,
651,,,13.10.11,,,,,,,,,,,,,
652,,,14.10.11,,,,,,,,,,,,,
653,,,15.10.11,,,,,,,,,,,,,
654,,,16.10.11,,,,,,,,,,,,,
655,,,17.10.11,,,,,,,,,,,,,
656,,,18.10.11,,,,,,,,,,,,,
657,,,19.10.11,,,,,,,,,,,,,
658,,,20.10.11,,,,,,,,,,,,,
659,,,21.10.11,,,,,,,,,,,,,
660,,,22.10.11,,,,,,,,,,,,,
661,,,23.10.11,,,,,,,,,,,,,
662,,,24.10.11,,,,,,,,,,,,,
663,,,25.10.11,,,,,,,,,,,,,
664,,,26.10.11,,,,,,,,,,,,,
665,,,27.10.11,,,,,,,,,,,,,
666,,,28.10.11,,,,,,,,,,,,,
667,,,29.10.11,,,,,,,,,,,,,
668,,,30.10.11,,,,,,,,,,,,,
669,,,31.10.11,,,,,,,,,,,,,
670,,,01.11.11,,,,,,,,,,,,,
671,,,02.11.11,,,,,,,,,,,,,
672,,,03.11.11,,,,,,,,,,,,,
673,,,04.11.11,,,,,,,,,,,,,
674,,,05.11.11,,,,,,,,,,,,,
675,,,06.11.11,,,,,,,,,,,,,
676,,,07.11.11,,,,,,,,,,,,,
677,,,08.11.11,,,,,,,,,,,,,
678,,,09.11.11,,,,,,,,,,,,,
679,,,10.11.11,,,,,,,,,,,,,
680,,,11.11.11,,,,,,,,,,,,,
681,,,12.11.11,,,,,,,,,,,,,
682,,,13.11.11,,,,,,,,,,,,,
683,,,14.11.11,,,,,,,,,,,,,
684,,,15.11.11,,,,,,,,,,,,,
685,,,16.11.11,,,,,,,,,,,,,
686,,,17.11.11,,,,,,,,,,,,,
687,,,18.11.11,,,,,,,,,,,,,
688,,,19.11.11,,,,,,,,,,,,,
689,,,20.11.11,,,,,,,,,,,,,
690,,,21.11.11,,,,,,,,,,,,,
691,,,22.11.11,,,,,,,,,,,,,
692,,,23.11.11,,,,,,,,,,,,,
693,,,24.11.11,,,,,,,,,,,,,
694,,,25.11.11,,,,,,,,,,,,,
695,,,26.11.11,,,,,,,,,,,,,
696,,,27.11.11,,,,,,,,,,,,,
697,,,28.11.11,,,,,,,,,,,,,
698,,,29.11.11,,,,,,,,,,,,,
699,,,30.11.11,,,,,,,,,,,,,
700,,,01.12.11,,,,,,,,,,,,,
701,,,02.12.11,,,,,,,,,,,,,
702,,,03.12.11,,,,,,,,,,,,,
703,,,04.12.11,,,,,,,,,,,,,
704,,,05.12.11,,,,,,,,,,,,,
705,,,06.12.11,,,,,,,,,,,,,
706,,,07.12.11,,,,,,,,,,,,,
707,,,08.12.11,,,,,,,,,,,,,
708,,,09.12.11,,,,,,,,,,,,,
709,,,10.12.11,,,,,,,,,,,,,
710,,,11.12.11,,,,,,,,,,,,,
711,,,12.12.11,,,,,,,,,,,,,
712,,,13.12.11,,,,,,,,,,,,,
713,,,14.12.11,,,,,,,,,,,,,
714,,,15.12.11,,,,,,,,,,,,,
715,,,16.12.11,,,,,,,,,,,,,
716,,,17.12.11,,,,,,,,,,,,,
717,,,18.12.11,,,,,,,,,,,,,
718,,,19.12.11,,,,,,,,,,,,,
719,,,20.12.11,,,,,,,,,,,,,
720,,,21.12.11,,,,,,,,,,,,,
721,,,22.12.11,,,,,,,,,,,,,
722,,,23.12.11,,,,,,,,,,,,,
723,,,24.12.11,,,,,,,,,,,,,
724,,,25.12.11,,,,,,,,,,,,,
725,,,26.12.11,,,,,,,,,,,,,
726,,,27.12.11,,,,,,,,,,,,,
727,,,28.12.11,,,,,,,,,,,,,
728,,,29.12.11,,,,,,,,,,,,,
729,,,30.12.11,,,,,,,,,,,,,
730,,,31.12.11,,,,,,,,,,,,,
731,,,01.01.12,,,,,,,,,,,,,
732,,,02.01.12,,,,,,,,,,,,,
733,,,03.01.12,,,,,,,,,,,,,
734,,,04.01.12,,,,,,,,,,,,,
735,,,05.01.12,,,,,,,,,,,,,
736,,,06.01.12,,,,,,,,,,,,,
737,,,07.01.12,,,,,,,,,,,,,
738,,,08.01.12,,,,,,,,,,,,,
739,,,09.01.12,,,,,,,,,,,,,
740,,,10.01.12,,,,,,,,,,,,,
741,,,11.01.12,,,,,,,,,,,,,
742,,,12.01.12,,,,,,,,,,,,,
743,,,13.01.12,,,,,,,,,,,,,
744,,,14.01.12,,,,,,,,,,,,,
745,,,15.01.12,,,,,,,,,,,,,
746,,,16.01.12,,,,,,,,,,,,,
747,,,17.01.12,,,,,,,,,,,,,
748,,,18.01.12,,,,,,,,,,,,,
749,,,19.01.12,,,,,,,,,,,,,
750,,,20.01.12,,,,,,,,,,,,,
751,,,21.01.12,,,,,,,,,,,,,
752,,,22.01.12,,,,,,,,,,,,,
753,,,23.01.12,,,,,,,,,,,,,
754,,,24.01.12,,,,,,,,,,,,,
755,,,25.01.12,,,,,,,,,,,,,
756,,,26.01.12,,,,,,,,,,,,,
757,,,27.01.12,,,,,,,,,,,,,
758,,,28.01.12,,,,,,,,,,,,,
759,,,29.01.12,,,,,,,,,,,,,
760,,,30.01.12,,,,,,,,,,,,,
761,,,31.01.12,,,,,,,,,,,,,
762,,,01.02.12,,,,,,,,,,,,,
763,,,02.02.12,,,,,,,,,,,,,
764,,,03.02.12,,,,,,,,,,,,,
765,,,04.02.12,,,,,,,,,,,,,
766,,,05.02.12,,,,,,,,,,,,,
767,,,06.02.12,,,,,,,,,,,,,
768,,,07.02.12,,,,,,,,,,,,,
769,,,08.02.12,,,,,,,,,,,,,
770,,,09.02.12,,,,,,,,,,,,,
771,,,10.02.12,,,,,,,,,,,,,
772,,,11.02.12,,,,,,,,,,,,,
773,,,12.02.12,,,,,,,,,,,,,
774,,,13.02.12,,,,,,,,,,,,,
775,,,14.02.12,,,,,,,,,,,,,
776,,,15.02.12,,,,,,,,,,,,,
777,,,16.02.12,,,,,,,,,,,,,
778,,,17.02.12,,,,,,,,,,,,,
779,,,18.02.12,,,,,,,,,,,,,
780,,,19.02.12,,,,,,,,,,,,,
781,,,20.02.12,,,,,,,,,,,,,
782,,,21.02.12,,,,,,,,,,,,,
783,,,22.02.12,,,,,,,,,,,,,
784,,,23.02.12,,,,,,,,,,,,,
785,,,24.02.12,,,,,,,,,,,,,
786,,,25.02.12,,,,,,,,,,,,,
787,,,26.02.12,,,,,,,,,,,,,
788,,,27.02.12,,,,,,,,,,,,,
789,,,28.02.12,,,,,,,,,,,,,
790,,,29.02.12,,,,,,,,,,,,,
791,,,01.03.12,,,,,,,,,,,,,
792,,,02.03.12,,,,,,,,,,,,,
793,,,03.03.12,,,,,,,,,,,,,
794,,,04.03.12,,,,,,,,,,,,,
795,,,05.03.12,,,,,,,,,,,,,
796,,,06.03.12,,,,,,,,,,,,,
797,,,07.03.12,,,,,,,,,,,,,
798,,,08.03.12,,,,,,,,,,,,,
799,,,09.03.12,,,,,,,,,,,,,
800,,,10.03.12,,,,,,,,,,,,,
801,,,11.03.12,,,,,,,,,,,,,
802,,,12.03.12,,,,,,,,,,,,,
803,,,13.03.12,,,,,,,,,,,,,
804,,,14.03.12,,,,,,,,,,,,,
805,,,15.03.12,,,,,,,,,,,,,
806,,,16.03.12,,,,,,,,,,,,,
807,,,17.03.12,,,,,,,,,,,,,
808,,,18.03.12,,,,,,,,,,,,,
809,,,19.03.12,,,,,,,,,,,,,
810,,,20.03.12,,,,,,,,,,,,,
811,,,21.03.12,,,,,,,,,,,,,
812,,,22.03.12,,,,,,,,,,,,,
813,,,23.03.12,,,,,,,,,,,,,
814,,,24.03.12,,,,,,,,,,,,,
815,,,25.03.12,,,,,,,,,,,,,
816,,,26.03.12,,,,,,,,,,,,,
817,,,27.03.12,,,,,,,,,,,,,
818,,,28.03.12,,,,,,,,,,,,,
819,,,29.03.12,,,,,,,,,,,,,
820,,,30.03.12,,,,,,,,,,,,,
821,,,31.03.12,,,,,,,,,,,,,
822,,,01.04.12,,,,,,,,,,,,,
823,,,02.04.12,,,,,,,,,,,,,
824,,,03.04.12,,,,,,,,,,,,,
825,,,04.04.12,,,,,,,,,,,,,
826,,,05.04.12,,,,,,,,,,,,,
827,,,06.04.12,,,,,,,,,,,,,
828,,,07.04.12,,,,,,,,,,,,,
829,,,08.04.12,,,,,,,,,,,,,
830,,,09.04.12,,,,,,,,,,,,,
831,,,10.04.12,,,,,,,,,,,,,
832,,,11.04.12,,,,,,,,,,,,,
833,,,12.04.12,,,,,,,,,,,,,
834,,,13.04.12,,,,,,,,,,,,,
835,,,14.04.12,,,,,,,,,,,,,
836,,,15.04.12,,,,,,,,,,,,,
837,,,16.04.12,,,,,,,,,,,,,
838,,,17.04.12,,,,,,,,,,,,,
839,,,18.04.12,,,,,,,,,,,,,
840,,,19.04.12,,,,,,,,,,,,,
841,,,20.04.12,,,,,,,,,,,,,
842,,,21.04.12,,,,,,,,,,,,,
843,,,22.04.12,,,,,,,,,,,,,
844,,,23.04.12,,,,,,,,,,,,,
845,,,24.04.12,,,,,,,,,,,,,
846,,,25.04.12,,,,,,,,,,,,,
847,,,26.04.12,,,,,,,,,,,,,
848,,,27.04.12,,,,,,,,,,,,,
849,,,28.04.12,,,,,,,,,,,,,
850,,,29.04.12,,,,,,,,,,,,,
851,,,30.04.12,,,,,,,,,,,,,
852,,,01.05.12,,,,,,,,,,,,,
853,,,02.05.12,,,,,,,,,,,,,
854,,,03.05.12,,,,,,,,,,,,,
855,,,04.05.12,,,,,,,,,,,,,
856,,,05.05.12,,,,,,,,,,,,,
857,,,06.05.12,,,,,,,,,,,,,
858,,,07.05.12,,,,,,,,,,,,,
859,,,08.05.12,,,,,,,,,,,,,
860,,,09.05.12,,,,,,,,,,,,,
861,,,10.05.12,,,,,,,,,,,,,
862,,,11.05.12,,,,,,,,,,,,,
863,,,12.05.12,,,,,,,,,,,,,
864,,,13.05.12,,,,,,,,,,,,,
865,,,14.05.12,,,,,,,,,,,,,
866,,,15.05.12,,,,,,,,,,,,,
867,,,16.05.12,,,,,,,,,,,,,
868,,,17.05.12,,,,,,,,,,,,,
869,,,18.05.12,,,,,,,,,,,,,
870,,,19.05.12,,,,,,,,,,,,,
871,,,20.05.12,,,,,,,,,,,,,
872,,,21.05.12,,,,,,,,,,,,,
873,,,22.05.12,,,,,,,,,,,,,
874,,,23.05.12,,,,,,,,,,,,,
875,,,24.05.12,,,,,,,,,,,,,
876,,,25.05.12,,,,,,,,,,,,,
877,,,26.05.12,,,,,,,,,,,,,
878,,,27.05.12,,,,,,,,,,,,,
879,,,28.05.12,,,,,,,,,,,,,
880,,,29.05.12,,,,,,,,,,,,,
881,,,30.05.12,,,,,,,,,,,,,
882,,,31.05.12,,,,,,,,,,,,,
883,,,01.06.12,,,,,,,,,,,,,
884,,,02.06.12,,,,,,,,,,,,,
885,,,03.06.12,,,,,,,,,,,,,
886,,,04.06.12,,,,,,,,,,,,,
887,,,05.06.12,,,,,,,,,,,,,
888,,,06.06.12,,,,,,,,,,,,,
889,,,07.06.12,,,,,,,,,,,,,
890,,,08.06.12,,,,,,,,,,,,,
891,,,09.06.12,,,,,,,,,,,,,
892,,,10.06.12,,,,,,,,,,,,,
893,,,11.06.12,,,,,,,,,,,,,
894,,,12.06.12,,,,,,,,,,,,,
895,,,13.06.12,,,,,,,,,,,,,
896,,,14.06.12,,,,,,,,,,,,,
897,,,15.06.12,,,,,,,,,,,,,
898,,,16.06.12,,,,,,,,,,,,,
899,,,17.06.12,,,,,,,,,,,,,
900,,,18.06.12,,,,,,,,,,,,,
901,,,19.06.12,,,,,,,,,,,,,
902,,,20.06.12,,,,,,,,,,,,,
903,,,21.06.12,,,,,,,,,,,,,
904,,,22.06.12,,,,,,,,,,,,,
905,,,23.06.12,,,,,,,,,,,,,
906,,,24.06.12,,,,,,,,,,,,,
907,,,25.06.12,,,,,,,,,,,,,
908,,,26.06.12,,,,,,,,,,,,,
909,,,27.06.12,,,,,,,,,,,,,
910,,,28.06.12,,,,,,,,,,,,,
911,,,29.06.12,,,,,,,,,,,,,
912,,,30.06.12,,,,,,,,,,,,,
913,,,01.07.12,,,,,,,,,,,,,
914,,,02.07.12,,,,,,,,,,,,,
915,,,03.07.12,,,,,,,,,,,,,
916,,,04.07.12,,,,,,,,,,,,,
917,,,05.07.12,,,,,,,,,,,,,
918,,,06.07.12,,,,,,,,,,,,,
919,,,07.07.12,,,,,,,,,,,,,
920,,,08.07.12,,,,,,,,,,,,,
921,,,09.07.12,,,,,,,,,,,,,
922,,,10.07.12,,,,,,,,,,,,,
923,,,11.07.12,,,,,,,,,,,,,
924,,,12.07.12,,,,,,,,,,,,,
925,,,13.07.12,,,,,,,,,,,,,
926,,,14.07.12,,,,,,,,,,,,,
927,,,15.07.12,,,,,,,,,,,,,
928,,,16.07.12,,,,,,,,,,,,,
929,,,17.07.12,,,,,,,,,,,,,
930,,,18.07.12,,,,,,,,,,,,,
931,,,19.07.12,,,,,,,,,,,,,
932,,,20.07.12,,,,,,,,,,,,,
933,,,21.07.12,,,,,,,,,,,,,
934,,,22.07.12,,,,,,,,,,,,,
935,,,23.07.12,,,,,,,,,,,,,
936,,,24.07.12,,,,,,,,,,,,,
937,,,25.07.12,,,,,,,,,,,,,
938,,,26.07.12,,,,,,,,,,,,,
939,,,27.07.12,,,,,,,,,,,,,
940,,,28.07.12,,,,,,,,,,,,,
941,,,29.07.12,,,,,,,,,,,,,
942,,,30.07.12,,,,,,,,,,,,,
943,,,31.07.12,,,,,,,,,,,,,
944,,,01.08.12,,,,,,,,,,,,,
945,,,02.08.12,,,,,,,,,,,,,
946,,,03.08.12,,,,,,,,,,,,,
947,,,04.08.12,,,,,,,,,,,,,
948,,,05.08.12,,,,,,,,,,,,,
949,,,06.08.12,,,,,,,,,,,,,
950,,,07.08.12,,,,,,,,,,,,,
951,,,08.08.12,,,,,,,,,,,,,
952,,,09.08.12,,,,,,,,,,,,,
953,,,10.08.12,,,,,,,,,,,,,
954,,,11.08.12,,,,,,,,,,,,,
955,,,12.08.12,,,,,,,,,,,,,
956,,,13.08.12,,,,,,,,,,,,,
957,,,14.08.12,,,,,,,,,,,,,
958,,,15.08.12,,,,,,,,,,,,,
959,,,16.08.12,,,,,,,,,,,,,
960,,,17.08.12,,,,,,,,,,,,,
961,,,18.08.12,,,,,,,,,,,,,
962,,,19.08.12,,,,,,,,,,,,,
963,,,20.08.12,,,,,,,,,,,,,
964,,,21.08.12,,,,,,,,,,,,,
965,,,22.08.12,,,,,,,,,,,,,
966,,,23.08.12,,,,,,,,,,,,,
967,,,24.08.12,,,,,,,,,,,,,
968,,,25.08.12,,,,,,,,,,,,,
969,,,26.08.12,,,,,,,,,,,,,
970,,,27.08.12,,,,,,,,,,,,,
971,,,28.08.12,,,,,,,,,,,,,
972,,,29.08.12,,,,,,,,,,,,,
973,,,30.08.12,,,,,,,,,,,,,
974,,,31.08.12,,,,,,,,,,,,,
975,,,01.09.12,,,,,,,,,,,,,
976,,,02.09.12,,,,,,,,,,,,,
977,,,03.09.12,,,,,,,,,,,,,
978,,,04.09.12,,,,,,,,,,,,,
979,,,05.09.12,,,,,,,,,,,,,
980,,,06.09.12,,,,,,,,,,,,,
981,,,07.09.12,,,,,,,,,,,,,
982,,,08.09.12,,,,,,,,,,,,,
983,,,09.09.12,,,,,,,,,,,,,
984,,,10.09.12,,,,,,,,,,,,,
985,,,11.09.12,,,,,,,,,,,,,
986,,,12.09.12,,,,,,,,,,,,,
987,,,13.09.12,,,,,,,,,,,,,
988,,,14.09.12,,,,,,,,,,,,,
989,,,15.09.12,,,,,,,,,,,,,
990,,,16.09.12,,,,,,,,,,,,,
991,,,17.09.12,,,,,,,,,,,,,
992,,,18.09.12,,,,,,,,,,,,,
993,,,19.09.12,,,,,,,,,,,,,
994,,,20.09.12,,,,,,,,,,,,,
995,,,21.09.12,,,,,,,,,,,,,
996,,,22.09.12,,,,,,,,,,,,,
997,,,23.09.12,,,,,,,,,,,,,
998,,,24.09.12,,,,,,,,,,,,,
999,,,25.09.12,,,,,,,,,,,,,
1000,,,26.09.12,,,,,,,,,,,,,
1001,,,27.09.12,,,,,,,,,,,,,
1002,,,28.09.12,,,,,,,,,,,,,
1003,,,29.09.12,,,,,,,,,,,,,
1004,,,30.09.12,,,,,,,,,,,,,
1005,,,01.10.12,,,,,,,,,,,,,
1006,,,02.10.12,,,,,,,,,,,,,
1007,,,03.10.12,,,,,,,,,,,,,
1008,,,04.10.12,,,,,,,,,,,,,
1009,,,05.10.12,,,,,,,,,,,,,
1010,,,06.10.12,,,,,,,,,,,,,
1011,,,07.10.12,,,,,,,,,,,,,
1012,,,08.10.12,,,,,,,,,,,,,
1013,,,09.10.12,,,,,,,,,,,,,
1014,,,10.10.12,,,,,,,,,,,,,
1015,,,11.10.12,,,,,,,,,,,,,
1016,,,12.10.12,,,,,,,,,,,,,
1017,,,13.10.12,,,,,,,,,,,,,
1018,,,14.10.12,,,,,,,,,,,,,
1019,,,15.10.12,,,,,,,,,,,,,
1020,,,16.10.12,,,,,,,,,,,,,
1021,,,17.10.12,,,,,,,,,,,,,
1022,,,18.10.12,,,,,,,,,,,,,
1023,,,19.10.12,,,,,,,,,,,,,
1024,,,20.10.12,,,,,,,,,,,,,
1025,,,21.10.12,,,,,,,,,,,,,
1026,,,22.10.12,,,,,,,,,,,,,
1027,,,23.10.12,,,,,,,,,,,,,
1028,,,24.10.12,,,,,,,,,,,,,
1029,,,25.10.12,,,,,,,,,,,,,
1030,,,26.10.12,,,,,,,,,,,,,
1031,,,27.10.12,,,,,,,,,,,,,
1032,,,28.10.12,,,,,,,,,,,,,
1033,,,29.10.12,,,,,,,,,,,,,
1034,,,30.10.12,,,,,,,,,,,,,
1035,,,31.10.12,,,,,,,,,,,,,
1036,,,01.11.12,,,,,,,,,,,,,
1037,,,02.11.12,,,,,,,,,,,,,
1038,,,03.11.12,,,,,,,,,,,,,
1039,,,04.11.12,,,,,,,,,,,,,
1040,,,05.11.12,,,,,,,,,,,,,
1041,,,06.11.12,,,,,,,,,,,,,
1042,,,07.11.12,,,,,,,,,,,,,
1043,,,08.11.12,,,,,,,,,,,,,
1044,,,09.11.12,,,,,,,,,,,,,
1045,,,10.11.12,,,,,,,,,,,,,
1046,,,11.11.12,,,,,,,,,,,,,
1047,,,12.11.12,,,,,,,,,,,,,
1048,,,13.11.12,,,,,,,,,,,,,
1049,,,14.11.12,,,,,,,,,,,,,
1050,,,15.11.12,,,,,,,,,,,,,
1051,,,16.11.12,,,,,,,,,,,,,
1052,,,17.11.12,,,,,,,,,,,,,
1053,,,18.11.12,,,,,,,,,,,,,
1054,,,19.11.12,,,,,,,,,,,,,
1055,,,20.11.12,,,,,,,,,,,,,
1056,,,21.11.12,,,,,,,,,,,,,
1057,,,22.11.12,,,,,,,,,,,,,
1058,,,23.11.12,,,,,,,,,,,,,
1059,,,24.11.12,,,,,,,,,,,,,
1060,,,25.11.12,,,,,,,,,,,,,
1061,,,26.11.12,,,,,,,,,,,,,
1062,,,27.11.12,,,,,,,,,,,,,
1063,,,28.11.12,,,,,,,,,,,,,
1064,,,29.11.12,,,,,,,,,,,,,
1065,,,30.11.12,,,,,,,,,,,,,
1066,,,01.12.12,,,,,,,,,,,,,
1067,,,02.12.12,,,,,,,,,,,,,
1068,,,03.12.12,,,,,,,,,,,,,
1069,,,04.12.12,,,,,,,,,,,,,
1070,,,05.12.12,,,,,,,,,,,,,
1071,,,06.12.12,,,,,,,,,,,,,
1072,,,07.12.12,,,,,,,,,,,,,
1073,,,08.12.12,,,,,,,,,,,,,
1074,,,09.12.12,,,,,,,,,,,,,
1075,,,10.12.12,,,,,,,,,,,,,
1076,,,11.12.12,,,,,,,,,,,,,
1077,,,12.12.12,,,,,,,,,,,,,
1078,,,13.12.12,,,,,,,,,,,,,
1079,,,14.12.12,,,,,,,,,,,,,
1080,,,15.12.12,,,,,,,,,,,,,
1081,,,16.12.12,,,,,,,,,,,,,
1082,,,17.12.12,,,,,,,,,,,,,
1083,,,18.12.12,,,,,,,,,,,,,
1084,,,19.12.12,,,,,,,,,,,,,
1085,,,20.12.12,,,,,,,,,,,,,
1086,,,21.12.12,,,,,,,,,,,,,
1087,,,22.12.12,,,,,,,,,,,,,
1088,,,23.12.12,,,,,,,,,,,,,
1089,,,24.12.12,,,,,,,,,,,,,
1090,,,25.12.12,,,,,,,,,,,,,
1091,,,26.12.12,,,,,,,,,,,,,
1092,,,27.12.12,,,,,,,,,,,,,
1093,,,28.12.12,,,,,,,,,,,,,
1094,,,29.12.12,,,,,,,,,,,,,
1095,,,30.12.12,,,,,,,,,,,,,
1096,,,31.12.12,,,,,,,,,,,,,
1097,,,01.01.13,,,,,,,,,,,,,
1098,,,02.01.13,,,,,,,,,,,,,
1099,,,03.01.13,,,,,,,,,,,,,
1100,,,04.01.13,,,,,,,,,,,,,
1101,,,05.01.13,,,,,,,,,,,,,
1102,,,06.01.13,,,,,,,,,,,,,
1103,,,07.01.13,,,,,,,,,,,,,
1104,,,08.01.13,,,,,,,,,,,,,
1105,,,09.01.13,,,,,,,,,,,,,
1106,,,10.01.13,,,,,,,,,,,,,
1107,,,11.01.13,,,,,,,,,,,,,
1108,,,12.01.13,,,,,,,,,,,,,
1109,,,13.01.13,,,,,,,,,,,,,
1110,,,14.01.13,,,,,,,,,,,,,
1111,,,15.01.13,,,,,,,,,,,,,
1112,,,16.01.13,,,,,,,,,,,,,
1113,,,17.01.13,,,,,,,,,,,,,
1114,,,18.01.13,,,,,,,,,,,,,
1115,,,19.01.13,,,,,,,,,,,,,
1116,,,20.01.13,,,,,,,,,,,,,
1117,,,21.01.13,,,,,,,,,,,,,
1118,,,22.01.13,,,,,,,,,,,,,
1119,,,23.01.13,,,,,,,,,,,,,
1120,,,24.01.13,,,,,,,,,,,,,
1121,,,25.01.13,,,,,,,,,,,,,
1122,,,26.01.13,,,,,,,,,,,,,
1123,,,27.01.13,,,,,,,,,,,,,
1124,,,28.01.13,,,,,,,,,,,,,
1125,,,29.01.13,,,,,,,,,,,,,
1126,,,30.01.13,,,,,,,,,,,,,
1127,,,31.01.13,,,,,,,,,,,,,
1128,,,01.02.13,,,,,,,,,,,,,
1129,,,02.02.13,,,,,,,,,,,,,
1130,,,03.02.13,,,,,,,,,,,,,
1131,,,04.02.13,,,,,,,,,,,,,
1132,,,05.02.13,,,,,,,,,,,,,
1133,,,06.02.13,,,,,,,,,,,,,
1134,,,07.02.13,,,,,,,,,,,,,
1135,,,08.02.13,,,,,,,,,,,,,
1136,,,09.02.13,,,,,,,,,,,,,
1137,,,10.02.13,,,,,,,,,,,,,
1138,,,11.02.13,,,,,,,,,,,,,
1139,,,12.02.13,,,,,,,,,,,,,
1140,,,13.02.13,,,,,,,,,,,,,
1141,,,14.02.13,,,,,,,,,,,,,
1142,,,15.02.13,,,,,,,,,,,,,
1143,,,16.02.13,,,,,,,,,,,,,
1144,,,17.02.13,,,,,,,,,,,,,
1145,,,18.02.13,,,,,,,,,,,,,
1146,,,19.02.13,,,,,,,,,,,,,
1147,,,20.02.13,,,,,,,,,,,,,
1148,,,21.02.13,,,,,,,,,,,,,
1149,,,22.02.13,,,,,,,,,,,,,
1150,,,23.02.13,,,,,,,,,,,,,
1151,,,24.02.13,,,,,,,,,,,,,
1152,,,25.02.13,,,,,,,,,,,,,
1153,,,26.02.13,,,,,,,,,,,,,
1154,,,27.02.13,,,,,,,,,,,,,
1155,,,28.02.13,,,,,,,,,,,,,
1156,,,01.03.13,,,,,,,,,,,,,
1157,,,02.03.13,,,,,,,,,,,,,
1158,,,03.03.13,,,,,,,,,,,,,
1159,,,04.03.13,,,,,,,,,,,,,
1160,,,05.03.13,,,,,,,,,,,,,
1161,,,06.03.13,,,,,,,,,,,,,
1162,,,07.03.13,,,,,,,,,,,,,
1163,,,08.03.13,,,,,,,,,,,,,
1164,,,09.03.13,,,,,,,,,,,,,
1165,,,10.03.13,,,,,,,,,,,,,
1166,,,11.03.13,,,,,,,,,,,,,
1167,,,12.03.13,,,,,,,,,,,,,
1168,,,13.03.13,,,,,,,,,,,,,
1169,,,14.03.13,,,,,,,,,,,,,
1170,,,15.03.13,,,,,,,,,,,,,
1171,,,16.03.13,,,,,,,,,,,,,
1172,,,17.03.13,,,,,,,,,,,,,
1173,,,18.03.13,,,,,,,,,,,,,
1174,,,19.03.13,,,,,,,,,,,,,
1175,,,20.03.13,,,,,,,,,,,,,
1176,,,21.03.13,,,,,,,,,,,,,
1177,,,22.03.13,,,,,,,,,,,,,
1178,,,23.03.13,,,,,,,,,,,,,
1179,,,24.03.13,,,,,,,,,,,,,
1180,,,25.03.13,,,,,,,,,,,,,
1181,,,26.03.13,,,,,,,,,,,,,
1182,,,27.03.13,,,,,,,,,,,,,
1183,,,28.03.13,,,,,,,,,,,,,
1184,,,29.03.13,,,,,,,,,,,,,
1185,,,30.03.13,,,,,,,,,,,,,
1186,,,31.03.13,,,,,,,,,,,,,
1187,,,01.04.13,,,,,,,,,,,,,
1188,,,02.04.13,,,,,,,,,,,,,
1189,,,03.04.13,,,,,,,,,,,,,
1190,,,04.04.13,,,,,,,,,,,,,
1191,,,05.04.13,,,,,,,,,,,,,
1192,,,06.04.13,,,,,,,,,,,,,
1193,,,07.04.13,,,,,,,,,,,,,
1194,,,08.04.13,,,,,,,,,,,,,
